scenario_id,probability,residual_t01,residual_t02,residual_t03,residual_t04,residual_t05,residual_t06,residual_t07,residual_t08,residual_t09,residual_t10,residual_t11,residual_t12,residual_t13,residual_t14,residual_t15,residual_t16,residual_t17,residual_t18,residual_t19,residual_t20,residual_t21,residual_t22,residual_t23,residual_t24,residual_t25,residual_t26,residual_t27,residual_t28,residual_t29,residual_t30,residual_t31,residual_t32,residual_t33,residual_t34,residual_t35,residual_t36,residual_t37,residual_t38,residual_t39,residual_t40,residual_t41,residual_t42,residual_t43,residual_t44,residual_t45,residual_t46,residual_t47,residual_t48
1,0.022222222222222223,4.410745075418902,6.721470989936165,3.4214117083460565,9.153421352559747,8.60404116963224,-1.9971749219425874,7.189671206089599,6.621406336963673,6.017065163729967,11.649905494384086,16.162845961893993,15.894329695489034,-2.904629285078954,-47.85203693897182,-53.261924151500864,-58.8626394669169,-75.70606182931812,-44.266342044774774,29.304194450176965,5.212673049543412,9.673774090909319,22.731902723518374,0.9898785906686953,6.484947309229597,12.161200131997361,21.61260920963224,31.184270745667902,-9.384440891053373,30.28205195097621,11.146953975316308,-15.96854941930701,-30.953608879292915,-47.28488897815737,-77.1667496458549,-63.82045354214847,-65.2425187834653,-71.8713831435789,-81.79847692615135,-85.72863645965015,-82.81945850148878,-72.58421997249553,-81.21207574275138,-73.94279182414505,-71.74596409547473,-71.22047767958531,-76.06138214785392,-85.3942444211869,-61.646033484645216
2,0.022222222222222223,-10.649945370911382,-31.22814902666886,-34.38239513018601,-35.8505229276592,-49.41636759552904,-50.4039796840446,-42.346074588324825,-47.161912962577446,-29.222981832924972,-46.834016162815544,-37.55215935220099,-34.8340325876016,-39.88596689682976,-28.397418607121722,10.715764698644705,3.0732777056331884,-0.5786980285388381,10.363160784526883,9.369274605199962,9.937173963050611,-25.936271409734672,-42.09695122450978,-154.38419302589585,-41.337424992406284,-37.515895925157736,-36.793891643826726,-45.16448284023818,-54.4121300798829,-39.034374843592616,-25.975787866366773,-15.853079675105903,20.446229605180633,40.31763144127984,21.42603801754234,9.301910004619174,35.841720111375594,38.26878783652421,40.018679193479784,32.36555061197248,24.189835755171543,29.249374224589246,17.02090690940281,30.49184393869251,20.844867818019623,5.458805616548318,0.0016016733230799218,14.457214849212335,10.534320486715728
3,0.022222222222222223,-2.0669226731627077,29.146356199822833,34.049706526692376,52.01943528166919,28.351109661809346,29.457996662668734,35.82254903323263,45.44947678499625,38.4055078369052,42.62610898623984,43.5247660054456,55.942154009655496,39.95640206860912,76.38081750662144,14.93096931625081,45.79468155819052,8.295728028344115,7.198492639430867,41.91636552176908,28.639001239237928,7.219079321885147e-05,8.072613582044141e-06,24.046225453922318,-47.20911063953258,0.004939040450096854,-1.4933705514166036,-39.15321432909468,8.335073459526825,22.821101351132086,-8.506069250122096,-13.250317958598316,-2.2464769244834315e-07,-9.723771288185617,9.389672886598305,7.528453807026381e-06,-2.2400041643777513e-07,8.56788540204434e-06,43.38576920027367,23.139662794819515,31.284035205178498,14.572336132363489,7.049737833921085,6.543476149545313e-05,-11.136962048240377,-5.137348926226821,-6.933907956294149,10.110600700927591,22.21179794461159
4,0.06666666666666667,2.685099285658737,-4.5037330137611775,-7.049079336049772,-6.660495492778978,-9.553331451946804,-30.1120992709167,4.587193132010725e-06,6.9761664462211,3.250422078947281,20.699776902065082,15.417301313000507,10.538686631050496,18.608856802194396,19.0005852304011,5.490725365234425,26.4595691547284,10.728199909922012,14.550295487121218,37.81601511286692,47.86537050822926,70.30285996479245,179.46868555582842,135.28237530752335,82.68703952140709,69.61355899329021,70.50399007891252,71.07203287848972,80.7669444645777,82.10689584469759,46.40220286578841,38.082891274069766,1.3371341351827937,4.92748239366847e-06,22.005476110180552,-6.244121931331392e-05,3.5123501604379044,-20.4905538557328,6.75258712590221e-06,-8.586249578002025e-08,2.588893096344691e-06,1.913868004521646e-06,2.675091309356503e-06,-12.445669940158382,-3.2360003801904895,3.4944647810783067,-3.632898222210258,26.289223324399586,9.381959216347695
5,0.17777777777777778,-10.068147999221708,9.549283546904235,-2.1685401648475136,-5.636037364916376,6.277562005036316,5.325910617834609,7.18617695665381,6.583051715536385,10.277652710838652,6.520410096764806,5.430272801067417,7.1486846464326845,10.95750295079074,8.46321721155141,4.904814356531517,5.920219592016508,10.265611978769982,4.6370615294860045,9.512673487622749,5.192788414060715,9.338954728261115,1.737286505443194,-8.564364148469338,-2.8071735361372134,7.032381955558719,-3.410553972571506e-07,-1.8296365782225052,-1.1472613686835302,6.36730207940758,-0.8900638607574933,6.874818835280848,21.598965870472625,33.51857684756078,49.64202916659201,-5.2990513179434515,-24.308270631987114,3.1779515537105,7.136715833409028,-0.9178875813984746,-2.723039550536555,-15.440256736102981,-4.435771410573011,18.10430655946658,17.994180300738662,-0.013502349530881474,-0.2072075161377711,24.650905602277874,16.343982365732074
6,0.022222222222222223,-12.46820791800559,-32.21139993924584,6.0810184076731275,2.261139684378577e-07,-3.542012666766311,-0.00022227954627851432,-8.238886662561583,3.476824961502416,10.927740043306699,22.967638979204423,18.86058517752224,25.426379767958508,20.10541414529689,44.65514001190991,14.600310397225712,30.932967235633214,19.0294401948035,10.23709539601657,-3.56207272456885,-0.00045945968406613247,-2.9471111500317875,-0.12634398871159647,8.978788824931371,16.052260106189976,13.354527163252044,5.652418449024708,10.658956296598774,13.831151469595909,18.370110487396346,-10.321492730540285,-13.738071503945434,-0.008066022515890836,19.881841516422412,37.44641999397584,41.70986878012559,31.961614872909934,51.608175076629436,91.47781617799285,32.05685584444814,0.8811184026860701,3.0574944036123384,-18.408964758229217,-7.322145437459312,1.1112533115920087e-06,-1.8574678506411146e-07,-6.202419124365406,11.821909755753495,0.00018081230552979832
7,0.17777777777777778,-2.415235659765756,-3.3334643820047063,-5.4328922738889105,-10.393105941598549,-2.734757502586433,-3.337497946761232,-13.436058967464476,-7.085374433812149,-14.967167615029211,-6.398276210615393,-8.237002369699894,-7.2516115406837685,1.6304335139316777,1.6608670193818398e-05,2.317788698746881e-07,10.586084813175376,-3.474817125019513,-9.672206672632171,3.8218653728832237,-10.188352754082075,-12.938234550186166,-16.3561884827393,-14.72971649638481,-18.182267006374843,-7.504268211149736,-9.483920805585,-11.636142219591363,0.8502508780739504,-15.341275752664728,-18.005232995385995,-36.21166705764438,-15.966221092492333,-16.0327256718208,-27.582553334989257,-31.29496956855246,-33.8583679660789,-29.392661602105136,-30.95725048880638,-35.70664146613154,-29.046941570022227,-25.594286955059374,-35.93508684516047,-36.5831632146016,-38.78273223924276,-28.635428839806025,-37.222800107631315,-25.80225471983823,-13.762619071529627
8,0.022222222222222223,-29.212994267466797,-41.62571384041655,-49.98524935911536,-41.3179272573708,-30.542421646958303,-20.807126123086903,-26.941163490991983,-3.4523157521268786,-10.621439804874399,-2.1092645998213015,6.049830727641904,-5.283733878073122,-11.761258215817918,-4.434666723657585,7.72540698915742,54.004544710726066,208.4638049793557,311.81098552782817,425.7306601397209,320.20136005354476,391.6432158105655,432.48251252416503,84.45663488134238,321.72449147993234,101.387515341025,170.0716807155835,155.83287094294315,49.50681235080435,60.08315523640471,25.32493936556341,64.4428548110119,40.27495955592855,40.433404540299136,62.09465263780828,28.0491142520969,77.25682605907178,322.828446802118,209.3759113812734,54.511607924167265,23.466601133527092,2.6555020918383434,-10.314350949201412,-12.137943831107577,-13.073545557315526,-9.485021952234888,3.970479705018249,-8.496669249471495,-23.81801099017588
9,0.044444444444444446,-9.740540213807378,-13.697993860377096,22.092078663210316,18.033961569296707,-8.85676574853278e-05,-5.927643855463032,-15.416054963902468,-16.408446473168794,-8.7337228316552,-11.808520318346552,-6.226844161573183,0.16156915224047452,-3.412434438552964,-9.526152474832202,-9.2381089144842,-36.7232524339866,-2.951728407651899e-05,284.1856744079069,478.6106642969993,407.875129905597,418.8184318979172,205.353493550434,122.55385341334772,100.49774771587533,-8.9639142046899,-10.13045219008768,9.541759966801123,-7.582676204237316,-10.226705981522514,-71.20761577121789,97.95465680944318,-1.350105816874816,4.043007442468422,78.66465462391176,19.77990142160263,25.446816435865742,-60.43650710404006,-22.46976033288138,7.599788930457521,-23.80721852987233,-39.72606612187491,-5.941430456144644,1.685062396432329,-3.7879518746549934,-36.53589211419825,-47.11465649731548,-15.49042556641541,-22.688945880316282
10,0.022222222222222223,-1.1925874095686027,28.799604762538934,34.47488068362526,32.92624403494375,24.776366076735485,12.080308934695779,16.049399312158926,4.595869963351788,-9.684389044515399,3.7416987307896648,5.79428019618166,3.50379536575781,8.770964245702487,17.98035792011899,4.017497708218798,-8.167631852976228,68.63141948532962,-38.15427078823211,-31.02180000785728,-25.46051528652572,-53.943511285768466,-48.107144410523915,-73.05320253430347,-102.51636759711226,-124.5108271902809,-99.03193022143938,-126.94049539448594,-147.2966050698838,-123.69645447788088,-96.70658733248217,-82.09874912461737,-56.01261444235638,-33.91067928487672,-30.6796991468849,-24.823927182647708,-6.734088746263637,6.442368023438576,-5.160576150235443,-14.675509145648732,-21.1648068774158,-26.4924610053518,-9.934361657435943,1.6077290437990541,-13.414458484483191,-22.809214670160202,-36.57193539891256,-5.35963063324715,-18.49896729484169
